,TARGET
40737,0
167875,0
206534,0
303915,0
3271,0
12925,0
46065,1
66425,0
75779,0
218099,1
103026,0
183271,1
40647,0
275958,0
15946,0
112871,1
212638,0
38899,0
105171,0
272903,0
13497,0
30739,0
74298,0
19991,0
50132,0
305830,0
112903,0
256009,0
231445,0
112992,0
151364,0
268291,0
244712,0
170144,0
2611,0
96926,0
265644,0
190870,0
267255,0
59911,0
219743,0
155728,0
220060,0
172328,0
193384,0
6005,0
148382,0
163976,0
25957,0
222226,0
255926,0
42393,0
296356,0
288216,0
268718,0
283090,0
42238,0
208058,1
256967,0
123102,0
81170,0
236283,0
65380,0
24885,0
301379,0
51268,0
221487,0
46825,0
270859,0
203122,0
93055,0
211994,0
99679,0
237048,0
241577,0
249973,0
40311,0
99549,0
104979,0
24902,0
23758,0
93395,0
301118,0
67152,0
266041,0
255031,0
230886,0
102635,0
111463,0
89908,0
17578,0
305530,0
156132,0
232619,0
74540,0
198021,0
159015,0
252897,0
247436,0
25733,0
201478,0
94489,0
171990,0
165035,1
236604,0
129766,0
240010,0
173773,0
182001,0
78231,0
86539,0
36345,0
169475,0
146236,0
265323,1
121678,0
184010,0
172357,0
103895,0
89775,0
227909,0
17375,0
239455,0
207080,0
207409,0
75572,0
31997,1
183868,0
76822,1
10060,0
208602,1
257139,0
106549,0
73607,0
255324,0
33737,0
150814,0
221145,0
184838,0
160894,0
177732,0
92336,0
17651,0
205412,0
175753,0
34001,0
23367,0
299575,0
214291,0
130348,0
24302,0
199603,0
261303,0
155011,0
209808,0
6976,0
216303,0
115293,0
114269,0
19608,0
292460,0
71925,0
46354,0
115908,0
1921,0
107722,0
97459,0
263733,0
307041,0
238885,0
202118,0
149391,0
235928,0
111137,0
227752,0
92555,0
143855,0
202737,0
68365,0
187500,0
248641,0
82622,0
72778,0
100674,0
102564,0
137248,0
69674,0
274644,0
178026,0
154618,0
65028,1
241809,0
7024,0
193859,0
126282,0
71126,0
96120,0
258192,0
293445,0
301140,0
126781,0
296828,0
129555,0
57805,0
171260,0
39760,0
78179,0
70970,0
110794,0
244453,0
275840,0
292868,0
91402,0
236265,0
38926,0
181902,0
152912,0
106769,0
67409,0
84862,0
97331,0
305878,0
140553,0
280537,0
265985,0
171396,0
35807,0
242246,0
33656,1
62612,0
122110,0
106399,0
289687,0
115380,0
172077,0
166195,0
29167,0
239157,0
140465,0
266303,0
228375,0
143828,0
211184,0
214615,0
56733,0
178327,0
94448,0
99811,0
293800,0
6972,1
135969,0
17041,0
243462,0
74645,0
203171,0
38361,0
203419,1
3544,0
48759,0
230537,0
173156,0
208108,0
13128,0
209927,0
66123,0
299539,0
230238,0
157170,0
196494,0
261031,0
86964,0
263431,0
26426,0
1505,0
139452,0
105164,1
267099,0
165637,0
65546,0
96866,0
56558,0
132197,0
152122,0
100111,0
38844,0
258925,0
156407,0
185927,0
92845,0
116954,0
66080,0
47210,0
192728,0
158097,0
275027,0
1242,0
211032,1
2978,0
69994,0
64604,0
291157,0
283751,0
181909,0
235083,0
93686,0
2830,0
165299,0
187860,0
266734,0
137178,0
87618,0
180412,0
97818,0
77442,1
245153,0
54118,0
100010,0
280511,0
1131,0
249622,1
185752,0
298889,0
261364,0
286876,0
230774,0
274752,0
242474,1
8571,0
25395,0
175550,0
136844,1
167794,0
219103,0
89930,0
101836,0
222884,1
56670,0
127247,0
113778,0
83178,0
20923,0
246543,0
164875,0
92019,1
272287,0
9638,0
306479,0
94720,0
121057,0
134132,0
174746,0
145552,0
52795,0
122349,1
18849,0
155956,1
184502,0
232744,0
276995,0
297958,0
276966,0
35470,0
123613,0
212989,0
153663,0
22712,0
237264,0
14934,0
120428,0
22025,0
242203,0
40165,0
114819,0
25967,1
28946,0
107592,0
126492,0
238242,0
104111,0
150896,0
305950,0
292767,0
12005,0
211248,1
67117,0
170663,0
157794,1
102709,0
180232,0
180813,1
82303,0
63782,0
225286,0
191932,0
56075,0
5738,0
83531,0
44716,0
299186,0
101484,1
215014,0
257614,0
304885,0
301035,0
213889,0
22681,0
193385,0
84390,0
212896,0
78604,0
253952,0
122335,0
118762,0
278793,0
290928,0
28879,1
131272,0
56346,0
306398,0
133728,0
150300,0
188799,0
114409,0
135871,0
92214,0
275110,0
70134,0
13865,0
99874,0
24199,0
97026,1
100631,0
156722,0
269060,0
292537,0
20466,0
154336,0
183389,0
173636,0
38159,0
215224,0
101822,1
73108,1
12185,1
175776,0
49478,0
153086,1
70615,0
163857,1
10182,0
240329,0
143872,0
262799,0
296337,1
198023,0
268212,0
98378,1
76417,0
293874,0
297189,0
130033,0
185456,0
225407,0
105384,0
103417,0
86096,0
205752,0
203575,0
6499,0
208526,1
46455,0
139660,0
12966,0
17333,0
298651,0
199416,0
255181,0
186578,0
304983,0
292628,0
260552,0
271918,0
204752,0
167808,0
5891,0
129239,0
50773,0
32712,0
161094,0
133503,0
83570,0
88565,0
89351,0
147942,0
144220,0
256851,0
296985,1
282313,0
229657,0
122242,0
280960,1
41653,0
272422,0
29783,0
77161,0
212686,0
64439,0
220893,0
40665,0
83154,0
115152,0
13327,0
35292,0
286410,0
40586,0
190252,1
149482,0
43678,0
122347,0
181131,0
121105,0
53805,0
269856,0
99723,0
151607,0
93863,0
117445,0
119143,0
79637,0
303419,0
186820,0
114932,0
248744,0
245730,0
232225,0
270064,0
98123,0
54521,0
61448,0
259808,0
105736,0
261197,1
242073,0
148958,0
235722,0
62356,0
283034,0
297460,0
53802,0
289899,0
200841,0
121817,0
42244,0
9503,0
142385,0
10125,0
191076,0
8026,0
166850,0
305238,0
222647,0
16599,0
39832,0
4592,0
231964,0
279877,0
78163,1
205155,1
171950,0
138253,0
71484,0
47968,0
13937,0
138688,0
96752,0
68345,0
74235,0
153647,0
279839,0
113282,0
241602,0
238863,0
299349,0
145472,0
8792,0
192731,0
9434,0
39933,0
101735,0
275686,0
38168,0
113467,0
100520,1
1073,0
77139,0
87979,0
277419,0
203202,0
32221,0
94109,0
281801,0
284344,0
99044,0
297726,0
115035,0
54339,0
271691,0
173415,0
168495,0
294600,1
190833,0
135931,0
220864,1
112057,0
129902,0
60583,0
68414,0
298668,0
169619,0
132498,0
262210,0
168464,0
73069,0
17525,0
262884,0
45463,0
295622,0
164032,0
134051,0
93549,0
63722,0
136037,0
260206,0
113178,0
229354,0
83509,0
17301,0
60656,0
216006,0
305661,0
252614,0
66740,0
121837,0
24068,0
244996,1
26249,1
244509,0
245905,1
47752,0
71550,0
227188,0
278155,1
195043,0
290644,0
231466,0
53360,0
274213,0
133275,1
200535,0
200552,0
216023,0
58281,0
231107,0
112892,0
148201,0
18833,0
244002,0
166444,0
298617,0
237506,0
11458,0
33221,0
242622,0
252987,0
46248,0
128569,0
33995,0
179324,0
25574,0
25412,0
108588,0
93075,0
240760,0
293580,0
141006,0
260745,0
178258,0
98201,0
282096,0
168058,0
98449,1
21566,0
183850,0
269183,0
162555,1
265374,0
183178,0
267774,0
276927,0
246618,1
279817,0
65806,0
43748,0
181688,1
27317,0
68914,0
293870,0
159061,0
60207,0
204385,0
179983,0
20697,0
227685,0
274836,0
97093,0
280518,0
262726,0
176706,0
39572,0
106303,0
104738,0
258392,0
9347,1
26681,0
237829,0
121805,0
176283,0
298632,0
99182,0
14685,0
263565,0
227050,0
241884,0
87376,0
294948,0
45813,0
22084,0
154493,0
106465,1
245612,0
199904,0
70497,0
57772,0
237723,0
9709,0
68032,0
50500,0
232342,0
80405,0
124979,0
213452,1
257750,0
68896,0
287481,0
90543,0
277246,0
89805,0
35120,0
26846,0
262085,0
118874,0
111131,1
109440,0
196647,0
154024,0
254756,0
124623,0
260376,0
135294,0
148966,1
4747,0
104225,0
107308,0
185591,1
111153,0
751,0
176906,0
278634,0
153122,0
215935,0
41830,0
180643,0
178213,0
18107,0
87006,0
187820,0
276137,0
244700,0
200346,0
22168,1
160756,0
86836,0
160875,0
200340,0
19800,0
105089,0
113495,0
57940,0
146418,0
4438,0
228436,0
196889,0
117113,0
193424,1
108000,0
96655,0
137317,0
181727,0
274264,0
229792,0
96939,0
275329,1
265916,0
73299,0
23936,0
251182,0
244,0
33326,0
205271,0
22133,0
265906,0
176519,0
35137,0
305279,0
27929,0
60825,0
203525,0
140545,0
72988,0
179362,0
271818,0
36793,0
156457,0
31034,0
179130,1
285369,0
91515,0
258363,0
48015,0
44229,0
30674,0
133525,0
73817,0
81581,0
99518,0
176690,0
257552,0
250995,0
24081,0
111838,0
164411,0
179380,0
53106,1
129509,0
56784,0
294257,0
23022,0
34996,0
81605,0
147367,0
114319,0
159761,0
254483,0
283065,0
215435,0
13625,0
193440,0
184708,0
229367,0
150740,0
288874,1
167406,0
118415,1
233276,0
272459,0
211892,0
115521,0
258390,0
165838,1
88922,1
273296,0
41641,0
266131,0
285800,1
58766,0
138663,0
220447,0
209346,0
22559,0
56614,0
98292,0
199409,0
261396,0
201554,0
295748,0
86388,0
167883,0
214948,0
289126,0
164447,0
261910,0
199724,0
85005,0
222329,0
260932,0
225879,0
72232,0
21704,0
304835,1
23505,1
13305,0
241680,0
270395,0
29933,0
154285,0
301044,0
186864,0
61801,0
164879,0
11409,1
32785,0
196843,0
37848,0
182277,0
144161,0
171316,0
126876,0
224326,0
39171,0
253670,0
177640,0
17178,0
62967,0
293054,1
212754,0
196695,0
266809,0
158754,0
102088,0
238035,0
194874,0
47190,0
44840,0
17999,0
98989,0
109952,0
46287,0
5385,0
206793,0
59784,0
10556,0
164466,0
45991,0
89880,0
286395,0
50792,0
162038,0
270779,0
219471,0
195431,1
262142,1
33680,0
62930,0
114131,0
103602,0
2408,0
173759,0
132173,0
1818,0
174499,0
189096,0
265360,0
174728,0
26671,0
212602,0
20481,0
152028,0
226122,0
47823,0
18155,0
292013,0
118697,0
58080,0
73332,0
40307,0
56677,0
98402,0
23608,0
82539,0
71960,0
20402,0
278424,0
239669,0
276269,0
296641,1
226688,0
186427,0
6363,0
39018,0
145376,0
118420,0
190441,0
53369,1
87736,0
226828,0
272625,0
217772,0
234941,0
270023,0
156294,0
55196,1
153617,0
17848,0
100912,0
134630,0
270221,0
209092,0
68306,1
241159,0
113910,0
152361,0
983,0
238238,0
173971,0
306740,0
271669,0
117704,0
181675,0
158339,0
4493,0
177935,0
273734,0
25032,0
16293,0
54957,1
115328,1
132785,0
264286,0
7304,0
154058,0
74332,0
239370,0
257232,0
295471,0
87404,0
104468,0
83270,0
58133,0
129746,0
171383,1
61609,1
32740,0
216424,0
199210,0
101229,0
146440,0
278486,0
168636,0
31040,1
23395,0
291972,0
11589,0
171974,0
85912,0
73842,0
130134,0
6091,0
14432,0
290474,0
140508,0
45975,1
35870,0
19544,1
191192,0
164992,0
35702,0
140163,0
141858,0
77836,0
173641,0
76136,0
24485,0
44773,0
175435,0
30853,0
138348,0
146198,0
57444,0
252915,0
266890,0
274273,0
123032,0
290336,0
214784,0
135975,0
194002,0
103515,1
114764,0
280398,0
192275,0
261480,0
5285,0
133993,0
144096,1
79966,0
261202,0
232085,0
251985,0
232641,0
266686,0
66378,0
306123,0
32199,1
42355,0
201144,0
61855,0
234048,0
233305,0
277855,0
16126,0
1559,0
115269,0
154068,0
151188,0
94405,0
92374,0
51008,0
199248,0
88844,0
169353,1
154807,0
6109,0
227783,0
5856,0
284345,0
290010,0
91175,0
195896,0
43944,0
66776,1
136368,0
135588,0
297274,0
289638,0
95770,0
152188,0
163544,0
236501,0
158527,0
57789,0
99151,0
120398,0
150102,0
197520,0
295237,0
158016,0
276612,0
36801,0
259966,0
104376,0
241269,0
257983,0
216520,0
264807,0
22925,0
293931,1
125072,0
5950,0
49072,0
306616,0
43875,0
153598,0
71573,0
253912,0
169348,0
192154,0
88842,0
214818,0
189798,0
210130,0
99299,0
64360,0
125573,0
137929,0
272875,0
48078,0
218828,0
203349,0
76214,0
241775,0
9991,0
25918,0
75399,0
114573,0
232346,0
119657,0
180961,0
296234,0
300939,0
135919,0
20554,0
109698,1
23199,1
113996,0
174088,0
33674,0
117682,0
197761,0
60459,0
183381,0
86709,0
99312,0
88589,0
139870,0
13352,0
10178,0
43682,0
229150,0
244517,1
18909,0
196023,0
59040,0
1685,0
279388,0
155212,0
155078,0
46158,0
30692,1
63814,0
134368,1
110616,0
219063,0
87107,0
93084,0
113389,0
90950,0
235943,0
183046,0
102509,1
69663,0
178450,0
226944,0
285906,0
272885,0
3586,0
252159,0
182885,0
67726,0
48468,0
66819,0
32733,0
167131,0
149110,0
80224,0
74324,1
180409,0
306994,0
41657,0
78884,0
275250,0
138987,0
281570,0
239768,0
247670,0
27401,0
254521,0
166801,0
294728,0
304654,1
135469,0
168656,0
198935,1
34647,0
75308,0
34861,0
42412,0
173299,0
247658,0
34735,0
282026,1
231372,0
302570,0
115770,0
43482,0
265220,0
116922,1
249620,0
99674,0
228966,0
106255,0
53865,0
45229,0
233959,0
170318,0
11355,0
177475,0
219367,0
67517,0
153249,0
287974,0
220283,0
55801,0
51441,0
257709,0
151175,0
151319,0
11252,0
292950,0
170012,0
232899,1
98513,0
83439,0
69634,0
128253,0
220590,1
74036,0
52650,1
80368,0
140092,0
11926,0
87689,0
32092,0
144974,0
119045,1
247069,0
156171,0
197396,0
7003,1
116872,0
135039,0
192023,0
277915,0
198502,0
243816,1
275262,0
38973,0
276636,0
108021,0
208080,0
287029,0
46040,0
119026,0
5067,0
53297,0
284087,0
170586,0
75999,0
266193,0
45192,0
132537,0
288951,0
54379,0
217496,0
86043,0
235779,0
191374,0
297387,0
118125,0
299034,0
211431,0
194586,0
240199,0
264833,0
140343,0
94816,0
1212,0
25192,0
107615,0
230592,0
65846,0
111535,0
247587,0
101916,0
19720,0
138347,0
162180,0
278521,0
190358,0
46672,0
190653,0
136574,0
105755,0
273047,0
83854,0
47739,0
25521,0
22672,0
177298,0
240072,0
1284,0
145172,0
278410,0
139015,0
249900,0
209550,0
7942,0
56307,0
289757,0
104304,0
250760,1
299056,0
204710,0
305909,1
214047,1
252327,0
152173,1
182115,0
212489,0
23310,0
15541,0
12823,0
227240,0
81685,0
299591,0
107118,0
96556,0
257500,0
55024,0
2374,0
76974,0
126267,0
80041,0
208862,1
44997,0
273345,0
240975,0
288460,0
143685,0
66500,0
140807,0
212455,0
101600,0
152450,1
250612,0
94058,0
214098,0
195967,0
159243,1
191853,0
302278,0
151865,0
93870,0
203378,0
205234,0
36422,0
190763,0
137123,0
236845,1
64991,0
256247,0
132124,0
265078,0
258603,0
436,0
49204,0
28806,1
73113,0
157313,0
246479,0
32953,0
72382,0
173791,0
190413,0
7393,0
147520,0
283977,0
176443,0
9365,0
246854,0
61645,1
188429,0
32222,0
128817,0
279854,0
84541,0
121064,0
44824,0
80874,0
117649,0
107047,0
295394,0
299281,0
234576,0
155789,1
248150,0
210192,0
300563,0
198138,0
306577,0
260277,0
191394,0
22357,0
198889,0
127163,0
279074,0
165480,0
194984,0
277211,0
115162,0
156091,0
235857,0
218839,0
156899,0
229215,0
112921,0
4155,0
167668,0
79,0
184413,0
206890,0
263467,1
257384,0
96082,1
138678,0
89976,0
162280,0
239831,0
54464,0
249998,0
303819,0
249619,0
271878,0
230147,0
212713,0
39110,0
186513,0
40620,0
32595,0
168761,0
91785,0
243189,0
261002,0
52009,0
20350,0
22679,0
49788,0
17735,1
28919,0
202721,0
300223,0
255804,0
223907,0
7769,0
171006,0
212067,0
178307,0
234645,0
260642,0
216419,0
229907,0
107089,0
48946,0
92383,0
240330,0
97823,0
103516,1
265257,0
60265,0
296792,0
103139,1
71531,0
252098,0
132356,0
190881,0
157981,0
178927,1
147284,0
267838,0
234773,0
304522,0
214053,0
265000,0
18697,0
259273,0
45215,0
68296,0
112920,0
100271,0
90341,0
155232,0
64106,0
106727,0
4215,0
228903,0
5956,0
303737,0
128910,0
141128,1
243132,0
136428,0
110653,0
194305,0
106857,0
213560,0
95721,0
193142,0
12447,0
16649,0
55760,0
198161,0
80952,0
293935,0
60004,0
73173,0
97366,0
1125,0
186268,0
134284,0
283696,0
157807,0
231218,0
141,0
94997,1
302027,0
238134,0
114207,0
241618,0
102746,0
85897,0
96588,0
225656,0
119863,0
126505,0
90361,1
102810,0
166870,0
254049,0
270456,1
164023,1
268984,0
8666,0
151668,0
280786,0
183274,0
283681,0
240594,0
298970,0
27144,0
234815,0
133448,1
28356,0
186717,0
258953,0
150406,0
305902,0
196260,0
205675,0
4151,0
32218,0
92919,0
217403,0
249373,0
289806,0
22999,0
8112,0
165233,0
33275,0
19012,0
56416,1
163569,0
92306,0
42885,0
193121,0
300555,0
255473,0
211750,0
107461,0
55736,1
91046,0
119126,0
258547,0
68953,0
175451,1
303149,0
123313,0
117248,0
188139,0
204371,0
16881,0
126451,0
285063,0
55977,0
4780,0
214934,0
57109,0
73058,0
30051,1
239898,0
236365,0
154955,0
28535,1
84028,0
12384,0
157673,0
48097,0
102472,0
163428,0
176128,0
88440,0
30960,0
96455,0
212897,0
38093,1
173490,0
13019,0
76563,0
73639,0
213525,0
51057,0
219870,0
199510,0
200204,0
34450,1
54320,0
127230,0
296896,0
79920,0
7461,0
71894,0
243882,0
169279,1
160362,0
17253,0
23091,0
299781,0
158573,0
299458,0
93911,0
302391,0
26648,0
128376,0
76212,0
274888,0
36731,0
117255,0
107022,0
50491,0
76419,0
195893,0
196428,0
122380,0
96253,0
167076,0
131512,0
175862,0
167430,0
166962,0
48259,0
166589,0
26723,0
75384,0
26588,0
79931,1
175230,0
72562,0
16952,1
213597,0
182212,0
244218,0
91538,0
1306,0
272338,0
34790,0
30342,0
202950,1
155146,0
34607,0
186102,0
208778,0
229349,0
270541,1
171461,0
6583,0
104870,0
249995,0
115194,0
219455,0
264254,0
58454,0
304855,0
260811,0
143972,0
36025,0
304346,0
64437,0
202101,0
98676,0
196949,0
273038,0
97931,0
83132,0
246740,0
126998,0
142899,0
107867,0
196337,0
25401,0
27703,0
261482,0
243669,1
274432,0
262672,0
129195,0
178984,0
202802,0
138565,0
103980,1
285422,0
102117,0
1317,0
14362,1
106819,0
125544,0
253740,0
210466,0
104773,0
20794,0
87871,0
32048,0
117790,0
113004,0
29016,0
74109,0
207218,0
156464,0
91314,0
32531,1
198042,0
284622,0
234253,1
276925,0
32586,0
125562,1
284279,0
38745,0
189266,0
238635,0
195453,0
102120,0
59853,1
304362,0
41034,1
107767,0
93762,0
108912,0
51047,0
168363,0
86719,0
72889,0
87361,0
8777,0
231109,0
88747,0
300269,0
22761,0
304072,0
9182,0
274623,0
275742,0
227856,0
22177,0
237586,0
119243,0
88918,0
82254,1
158030,0
67077,0
210053,0
131600,0
29991,0
252815,0
214551,0
259942,0
96197,0
34752,0
118503,0
217463,1
85409,0
164053,0
23712,0
138815,0
189019,0
176340,0
246270,0
251207,0
61001,0
75813,1
41195,1
165534,0
152493,0
67546,0
9769,0
79319,0
184388,0
100418,0
142914,0
54517,0
131094,0
27577,0
187601,0
98796,0
251479,0
13717,0
295878,0
50973,1
148313,0
79948,0
146575,0
77893,0
205032,0
59009,0
35676,0
238174,0
119803,1
137456,0
16047,0
303486,0
174366,0
65086,0
272562,0
58500,0
27621,0
94670,0
39302,0
40571,0
184140,0
155074,0
240127,1
123819,0
47659,0
17683,0
198009,0
156198,0
47485,0
281132,1
187190,0
280535,0
47806,0
240731,0
131596,0
76462,0
105882,0
181841,0
189789,0
184832,0
120409,0
47533,1
119275,0
281144,0
150488,0
84269,0
152292,0
259006,0
113930,0
204292,0
60578,1
271924,0
96440,0
179812,0
76067,0
199861,0
71796,0
117880,0
27064,0
287058,0
170044,0
105741,0
7624,1
154993,0
292684,0
298271,0
164397,0
74262,0
189644,0
173793,0
7328,0
303337,1
177656,0
295218,1
60061,0
103742,0
49164,0
288587,1
252443,0
281455,0
129492,0
161492,0
157939,0
31138,0
130152,0
154392,0
156174,0
219021,0
26884,0
249495,0
101766,1
270517,0
190554,0
274379,0
180439,1
237288,0
216880,0
229699,0
237879,1
155544,1
63918,0
46374,0
67330,0
33311,0
123289,0
36141,0
210904,0
8550,0
90444,0
256717,0
101409,1
238022,0
58111,0
158566,0
734,0
96372,0
91677,0
78093,0
204517,1
304655,0
228463,1
279179,0
148997,0
143924,0
44788,0
177175,0
207387,1
79172,0
109218,0
219746,0
184100,0
93,0
158388,0
124223,0
126485,1
22551,0
138005,0
238030,0
274859,0
196658,0
260906,0
220446,0
157381,0
190038,0
197326,0
97834,0
17260,0
126478,0
4210,0
93214,0
3329,0
302818,0
26009,1
150782,0
213596,0
197921,0
3390,0
56651,0
88492,1
206714,0
35621,0
192675,0
54115,0
19899,0
39448,0
236139,0
122886,0
67279,0
226179,0
198796,0
245422,0
253392,0
253723,0
109299,0
59288,0
305589,0
111424,0
63953,0
80904,0
132622,0
170403,0
6726,0
278549,0
217040,0
160018,0
211326,0
119036,0
184279,0
98152,0
51739,0
206696,0
298093,0
233877,0
226563,0
107924,0
136852,0
242467,0
251591,0
67473,0
274582,0
220194,0
227096,0
302539,0
268293,0
74083,0
73778,1
243718,0
254645,0
225064,0
164995,0
23592,0
169023,0
267330,0
118481,0
222240,0
146448,0
140347,1
89859,0
237076,0
147296,0
54047,0
149860,0
175018,0
103673,0
219883,0
155608,0
236482,0
27792,1
154622,0
26555,0
221138,0
261259,0
271156,0
270793,0
86851,0
146322,0
20275,0
3266,1
36891,0
297876,0
19890,0
127086,0
200537,0
110168,0
49796,0
154128,0
168685,0
13451,0
296999,0
269607,0
268078,0
139402,0
48638,0
59737,0
300972,0
103180,0
179396,0
252981,0
54418,0
261351,1
29153,0
28386,0
192882,0
169637,0
143560,0
276706,0
38798,0
233639,0
75863,0
265171,0
218552,0
155428,0
210162,0
269609,0
197567,0
13644,0
105846,0
306947,0
181779,0
129449,0
249104,0
153043,0
56644,0
121661,0
4520,0
198952,1
161409,0
291367,0
201642,0
29680,0
231214,0
213475,0
33665,1
77073,0
211140,0
289516,0
189235,0
85001,0
210135,0
263476,0
164385,0
232211,0
264577,0
209687,0
207150,0
202583,0
3010,0
174568,0
281824,0
295677,0
18786,0
92170,0
73413,1
5798,0
105592,0
293739,0
70029,0
224746,0
305697,0
148623,0
233900,0
149738,1
259165,1
190061,0
270154,0
96643,0
3062,0
285465,0
174705,0
164809,0
72485,0
43540,0
110210,0
295962,0
191770,0
70908,0
285504,0
53859,0
90037,0
252567,0
149718,0
185381,0
217385,0
296941,0
281381,0
179306,0
263157,0
174757,0
297680,0
221887,0
306047,0
159730,0
115593,1
4642,0
60622,0
70439,1
932,0
247992,1
210359,0
305659,0
227156,0
94499,0
103603,0
239773,0
182319,0
20242,0
212771,1
232403,0
114792,1
51061,0
30250,0
73453,1
73523,0
151259,0
16464,0
226799,0
205892,0
144431,0
154522,0
117414,0
23932,0
285519,0
209514,0
33405,0
128239,0
122366,0
118799,0
41265,0
14458,0
126379,0
117855,0
136523,0
62715,0
103362,0
292492,0
286939,0
215676,0
154907,0
303409,0
268414,0
174373,0
91749,0
199569,0
290035,0
12469,0
192608,0
400,0
272020,0
138202,0
60060,0
287061,0
242553,0
11890,0
100770,0
242124,0
101150,0
101502,0
229566,0
255103,0
86658,0
254766,0
284962,0
29039,0
73317,0
231998,0
243222,1
286307,0
112737,0
169172,0
291149,0
29188,0
185248,0
99327,0
132280,0
163894,0
282062,0
241747,0
98863,0
39845,0
116434,0
35353,0
20549,0
95782,0
77802,0
202145,0
91127,0
243995,0
39433,0
236884,0
165255,0
151055,0
22031,0
116768,0
23574,0
165977,0
76823,0
175200,0
62964,1
103243,0
301256,0
128954,0
217400,1
273867,0
3014,0
189161,0
110059,0
262557,0
67873,0
31320,0
91803,0
28626,0
70541,0
176886,0
293612,0
306415,0
113611,0
214952,0
54546,0
50378,0
53898,0
166765,0
286229,0
288164,0
44052,0
99975,0
89222,0
47989,0
40422,0
244875,0
177672,0
78173,0
145883,0
228586,0
188021,0
296599,0
263750,0
13013,0
177567,0
303857,0
140602,0
223494,0
169852,0
88703,0
8417,0
168114,0
25732,0
106930,0
295156,0
142992,0
6133,0
168537,0
35937,0
75914,0
146666,0
11727,0
180066,0
129028,0
73394,0
255286,0
163787,0
219275,0
173482,0
114884,0
150569,0
82431,0
297659,0
283366,0
266272,0
264945,0
251307,0
232593,1
213360,1
222640,0
28543,0
177191,0
192005,0
61629,0
39141,1
218484,0
82178,0
132209,0
192393,0
277918,0
300776,0
290241,0
268150,0
213476,1
55126,0
287182,0
226765,0
75577,0
272684,0
221605,0
208816,0
208262,1
89491,0
22104,0
294968,0
54125,0
71257,0
270718,0
290731,0
278274,1
230856,1
159411,0
293057,1
162527,0
65728,0
25631,0
4553,0
171023,0
238339,0
41703,0
191622,0
135216,0
258580,0
206863,1
239679,0
80748,0
101659,0
302517,1
229599,0
131573,0
154509,0
301076,0
106489,0
82464,0
274250,0
110870,0
244952,0
133351,0
273631,0
235164,0
96705,0
179109,0
38953,0
75276,0
228808,0
269535,0
200017,0
261402,0
146525,0
111005,0
240808,0
118529,0
105803,0
284106,0
120475,0
175837,0
254985,0
268781,0
69889,0
74381,0
26054,0
193405,0
207610,0
111247,0
215323,0
69213,0
294666,0
118325,0
99834,0
202024,1
120024,1
32115,0
163887,0
60268,0
179164,0
184923,0
11984,0
284509,0
7743,0
238936,0
127113,0
51839,0
29386,0
194988,0
237930,0
15502,0
182306,0
52720,0
116396,0
143717,0
284580,0
56189,0
57694,0
209599,0
195558,0
150690,0
58172,0
9961,0
69968,0
212868,1
71302,0
221621,0
12792,0
16778,0
106122,0
270347,1
256824,0
159748,0
238992,1
185326,0
104745,0
168562,1
151449,0
244384,1
259283,1
90173,0
106313,0
30307,0
48666,0
86156,0
8064,0
104937,1
37357,0
213671,0
38320,0
276351,0
31300,1
86394,0
119295,0
74570,0
207338,0
175932,0
126576,0
193601,0
253678,0
137547,0
214972,0
22615,0
8459,0
12344,0
241194,0
264869,0
145374,0
292212,0
106445,0
79059,0
129350,0
78955,1
104749,0
123272,0
53011,0
212720,0
48801,0
29071,0
18105,0
81609,0
305827,1
122666,1
175498,0
44357,0
100416,0
65003,0
95939,1
224905,1
36029,0
256678,0
222466,0
44883,1
302021,0
137661,0
100564,0
32821,0
138534,0
22324,0
234700,0
82515,0
18089,1
134646,0
173256,1
117216,0
210662,0
5772,0
53225,0
121683,0
165443,0
122096,0
70417,0
44665,0
294276,0
179592,0
121043,0
163531,0
234175,0
299454,0
133983,0
71326,0
170712,0
175818,0
124555,0
202701,0
190303,0
4938,0
216823,0
48573,1
137637,0
149259,0
44032,0
289720,0
10854,0
128289,0
23908,0
66856,1
274438,0
15669,0
261152,0
213508,0
161058,0
272617,1
197439,0
278553,0
284362,0
72306,0
288453,0
39094,0
242523,0
79102,0
218545,0
252344,0
213413,0
238300,0
243023,0
76197,0
156934,0
148495,0
55844,0
267284,0
202449,0
40632,0
288770,0
182358,0
230326,0
155779,1
287575,0
257970,0
13932,0
72491,0
60692,0
182926,0
209156,0
91377,0
92474,0
267590,0
56535,0
252825,0
139433,0
304449,0
60554,0
204584,0
168342,0
280157,0
197007,0
250793,0
80546,0
54416,0
68384,0
285775,0
10942,0
79222,1
216077,0
184048,0
271217,0
106806,0
36953,0
7043,0
67137,0
283800,0
238548,0
38045,1
157329,0
3980,0
61985,0
75152,0
5655,0
161186,0
14504,0
193841,0
22827,0
157446,0
149220,1
162478,0
9702,0
303281,0
202981,0
197398,0
33333,0
282029,0
282833,1
184586,0
303805,1
74418,0
37141,1
290499,0
156388,0
261499,0
230998,0
71135,0
236649,0
293646,0
261007,0
265456,0
104181,0
232469,0
101048,0
158626,1
180029,1
95168,0
302282,0
222967,0
239505,0
98509,1
235809,0
300276,0
219712,0
301127,0
169324,0
5815,0
31495,1
114445,0
10018,0
114785,1
66076,0
98342,0
216255,0
143412,0
177235,0
248180,1
108056,0
84038,0
117908,0
280856,0
116908,0
252317,0
